[DEBUG] 2021-11-24 21:52:46,758(0) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:65): enter ECIPwithCLS  
[DEBUG] 2021-11-24 22:50:37,155(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:178): print CidMap. key: slot; value: overlapped code  
[DEBUG] 2021-11-24 22:50:37,156(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:189): the reader remove missing tags  
[DEBUG] 2021-11-24 22:50:37,156(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:101001)  
[DEBUG] 2021-11-24 22:50:37,157(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:111001)  
[DEBUG] 2021-11-24 22:50:37,157(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:101010)  
[DEBUG] 2021-11-24 22:50:37,157(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:000011)  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:011010)  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:001001)  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:001001)  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:110011)  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:216): after removing, virtualList:  
[DEBUG] 2021-11-24 22:50:37,158(11) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:218): after removing, map slotToTagList:  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:252): CidMap:  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:270): in slot NO.5 code = 011000  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): identify one tag cid: 011000  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:270): in slot NO.9 code = 110000  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): identify one tag cid: 110000  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:270): in slot NO.14 code = 001101  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): identify one tag cid: 001101  
[DEBUG] 2021-11-24 22:50:37,159(12) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:296): in this round, read 0 cids  
[DEBUG] 2021-11-24 22:52:12,837(0) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:69): virtual tag list size =12 actual tag list size =3  
[DEBUG] 2021-11-24 22:52:12,841(4) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:70): virtual tag list:   
[DEBUG] 2021-11-24 22:52:12,841(4) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:72): actual tag list:   
[DEBUG] 2021-11-24 22:52:12,842(5) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:74): unreadTagNum = 12  
[DEBUG] 2021-11-24 22:52:12,842(5) --> [main] ECIP.ECIPwithCLS.ecipWithCLS(ECIPwithCLS.java:445): round = 1  
[DEBUG] 2021-11-24 22:52:12,842(5) --> [main] ECIP.ECIPwithCLS.allocateRandomly(ECIPwithCLS.java:104): map slotToVirtualList  
[DEBUG] 2021-11-24 22:52:12,844(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:162): tags in actual list select slots  
[DEBUG] 2021-11-24 22:52:12,844(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:111101  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:8  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:010101  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:8  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:101011  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:10  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:178): print CidMap. key: slot; value: overlapped code  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:189): the reader remove missing tags  
[DEBUG] 2021-11-24 22:52:12,845(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:110111)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:100101)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:100111)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:000000)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:000010)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:101110)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:001000)  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:216): after removing, virtualList:  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:218): after removing, map slotToTagList:  
[DEBUG] 2021-11-24 22:52:12,847(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:252): CidMap:  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:293): in slot NO.8code = X1X101  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:294): identify none tag cid  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): in slot NO.10 code = 101011  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:272): identify one tag cid: 101011  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:299): in this round, read 1 cids  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.ecipWithCLS(ECIPwithCLS.java:451): round = 2  
[DEBUG] 2021-11-24 22:52:12,848(11) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:309): The reader allocates slot based on  x index, tags belonging to the same slot is divided to one or two parts  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:318): tag cid:111101 new slot:1  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:318): tag cid:000001 new slot:0  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:318): tag cid:101001 new slot:1  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:318): tag cid:010101 new slot:0  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.allocateBasedOnXIndex(ECIPwithCLS.java:331): after allocating, new slotToVirtualList:  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.responseBasedOnXIndex(ECIPwithCLS.java:342): Tags in actual tag list select slots based on x index and respond to the reader  
[DEBUG] 2021-11-24 22:52:12,849(12) --> [main] ECIP.ECIPwithCLS.responseBasedOnXIndex(ECIPwithCLS.java:346): tag cid:111101 new slot:1  
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.responseBasedOnXIndex(ECIPwithCLS.java:346): tag cid:010101 new slot:0  
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.responseBasedOnXIndex(ECIPwithCLS.java:361): after selecting, new CidMap:   
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:189): the reader remove missing tags  
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:216): after removing, virtualList:  
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:218): after removing, map slotToTagList:  
[DEBUG] 2021-11-24 22:52:12,850(13) --> [main] ECIP.ECIPwithCLS.rearrangedIdentificationPhase(ECIPwithCLS.java:404): in slot NO.0code = 10101  
[DEBUG] 2021-11-24 22:52:12,851(14) --> [main] ECIP.ECIPwithCLS.rearrangedIdentificationPhase(ECIPwithCLS.java:405): identify one tag cid: 10101  
[DEBUG] 2021-11-24 22:52:12,851(14) --> [main] ECIP.ECIPwithCLS.rearrangedIdentificationPhase(ECIPwithCLS.java:404): in slot NO.1code = 11101  
[DEBUG] 2021-11-24 22:52:12,851(14) --> [main] ECIP.ECIPwithCLS.rearrangedIdentificationPhase(ECIPwithCLS.java:405): identify one tag cid: 11101  
[DEBUG] 2021-11-24 22:52:12,851(14) --> [main] ECIP.ECIPwithCLS.rearrangedIdentificationPhase(ECIPwithCLS.java:431): in this round, read 0 cids  
[DEBUG] 2021-11-24 22:55:08,297(0) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:69): virtual tag list size =12 actual tag list size =3  
[DEBUG] 2021-11-24 22:55:08,301(4) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:70): virtual tag list:   
[DEBUG] 2021-11-24 22:55:08,301(4) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:72): actual tag list:   
[DEBUG] 2021-11-24 22:55:08,301(4) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:74): unreadTagNum = 12  
[DEBUG] 2021-11-24 22:55:08,301(4) --> [main] ECIP.ECIPwithCLS.ecipWithCLS(ECIPwithCLS.java:449): round = 1  
[DEBUG] 2021-11-24 22:55:08,301(4) --> [main] ECIP.ECIPwithCLS.allocateRandomly(ECIPwithCLS.java:104): map slotToVirtualList  
[DEBUG] 2021-11-24 22:55:08,303(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:162): tags in actual list select slots  
[DEBUG] 2021-11-24 22:55:08,303(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:100010  
[DEBUG] 2021-11-24 22:55:08,303(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:18  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:101101  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:9  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:167): tag cid:001111  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:168): slot:19  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:178): print CidMap. key: slot; value: overlapped code  
[DEBUG] 2021-11-24 22:55:08,304(7) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:189): the reader remove missing tags  
[DEBUG] 2021-11-24 22:55:08,305(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:111010)  
[DEBUG] 2021-11-24 22:55:08,306(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:010010)  
[DEBUG] 2021-11-24 22:55:08,306(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:111011)  
[DEBUG] 2021-11-24 22:55:08,306(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:010100)  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:111111)  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:011010)  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:000110)  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:198): remove tag (cid:011110)  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:216): after removing, virtualList:  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:218): after removing, map slotToTagList:  
[DEBUG] 2021-11-24 22:55:08,307(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:252): CidMap:  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): in slot NO.18 code = 100010  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:272): identify one tag cid: 100010  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): in slot NO.19 code = 001111  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:272): identify one tag cid: 001111  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:271): in slot NO.9 code = 101101  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:272): identify one tag cid: 101101  
[DEBUG] 2021-11-24 22:55:08,308(11) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:299): in this round, read 3 cids  
[DEBUG] 2021-11-24 23:31:35,341(0) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:42): virtual tag list size =12 actual tag list size =3  
[DEBUG] 2021-11-24 23:31:35,343(2) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:43): virtual tag list:   
[DEBUG] 2021-11-24 23:31:35,343(2) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:45): actual tag list:   
[DEBUG] 2021-11-24 23:31:35,344(3) --> [main] ECIP.ECIPwithCLS.<init>(ECIPwithCLS.java:47): unreadTagNum = 12  
[DEBUG] 2021-11-24 23:31:35,344(3) --> [main] ECIP.ECIPwithCLS.ecipWithCLS(ECIPwithCLS.java:422): round = 1  
[DEBUG] 2021-11-24 23:31:35,344(3) --> [main] ECIP.ECIPwithCLS.allocateRandomly(ECIPwithCLS.java:77): map slotToVirtualList  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:135): tags in actual list select slots  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:140): tag cid:001010  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:141): slot:19  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:140): tag cid:111001  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:141): slot:6  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:140): tag cid:001111  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:141): slot:4  
[DEBUG] 2021-11-24 23:31:35,347(6) --> [main] ECIP.ECIPwithCLS.selectRandomly(ECIPwithCLS.java:151): print CidMap. key: slot; value: overlapped code  
[DEBUG] 2021-11-24 23:31:35,348(7) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:162): the reader remove missing tags  
[DEBUG] 2021-11-24 23:31:35,348(7) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:110000)  
[DEBUG] 2021-11-24 23:31:35,349(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:110001)  
[DEBUG] 2021-11-24 23:31:35,349(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:111011)  
[DEBUG] 2021-11-24 23:31:35,349(8) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:100111)  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:101001)  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:000010)  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:111110)  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:171): remove tag (cid:101011)  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:189): after removing, virtualList:  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.removeMissing(ECIPwithCLS.java:191): after removing, map slotToTagList:  
[DEBUG] 2021-11-24 23:31:35,350(9) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:225): CidMap:  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:244): in slot NO.19 code = 001010  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:245): identify one tag cid: 001010  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:244): in slot NO.4 code = 001111  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:245): identify one tag cid: 001111  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:244): in slot NO.6 code = 111001  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:245): identify one tag cid: 111001  
[DEBUG] 2021-11-24 23:31:35,351(10) --> [main] ECIP.ECIPwithCLS.randomIdentificationPhase(ECIPwithCLS.java:272): in this round, read 3 cids  
